system,key,reglastwritetime,type,name,val
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","sz","PerfIniFile","_Networkingperfcounters_d.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","dword","First Counter","0x1a28"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","dword","Last Counter","0x1a42"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","dword","First Help","0x1a29"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","dword","Last Help","0x1a43"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET CLR Networking 4.0.0.0\Performance","2018-09-15T07:35:59Z","sz","Object List","6696"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Linkage","2018-09-15T07:34:18Z","sz","Export","2e,00,4e,00,45,00,54,00,20,00,44,00,61,00,74,00,61,00,20,00,50,00,72,00,6f,00,76,00,69,00,64,00,65,00,72,00,20,00,66,00,6f,00,72,00,20,00,4f,00,72,00,61,00,63,00,6c,00,65,00,00,00,00,00"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","CategoryOptions","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","sz","Close","ClosePerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","sz","Collect","CollectPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","binary","Counter Names","480061007200640043006f006e006e0065006300740073005000650072005300650063006f006e0064000000480061007200640044006900730063006f006e006e0065006300740073005000650072005300650063006f006e006400000053006f006600740043006f006e006e0065006300740073005000650072005300650063006f006e006400000053006f006600740044006900730063006f006e006e0065006300740073005000650072005300650063006f006e00640000004e0075006d006200650072004f0066004e006f006e0050006f006f006c006500640043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660050006f006f006c006500640043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00470072006f0075007000730000004e0075006d006200650072004f00660049006e0061006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00470072006f0075007000730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00730000004e0075006d006200650072004f00660049006e0061006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f006600460072006500650043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660053007400610073006900730043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f0066005200650063006c00610069006d006500640043006f006e006e0065006300740069006f006e00730000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","binary","Counter Types","32003700320036003900360033003200300000003200370032003600390036003300320030000000320037003200360039003600330032003000000032003700320036003900360033003200300000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","FileMappingSize","0x20000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","IsMultiInstance","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","expand_sz","Library","%systemroot%\system32\netfxperf.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","sz","Open","OpenPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","sz","PerfIniFile","_DataOracleClientPerfCounters_shared12_neutral_d.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","First Counter","0x22b0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","Last Counter","0x22cc"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","First Help","0x22b1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","dword","Last Help","0x22cd"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for Oracle\Performance","2018-09-15T07:36:01Z","sz","Object List","8880"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Linkage","2018-09-15T07:34:18Z","sz","Export","2e,00,4e,00,45,00,54,00,20,00,44,00,61,00,74,00,61,00,20,00,50,00,72,00,6f,00,76,00,69,00,64,00,65,00,72,00,20,00,66,00,6f,00,72,00,20,00,53,00,71,00,6c,00,53,00,65,00,72,00,76,00,65,00,72,00,00,00,00,00"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","CategoryOptions","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","sz","Close","ClosePerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","sz","Collect","CollectPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","binary","Counter Names","480061007200640043006f006e006e0065006300740073005000650072005300650063006f006e0064000000480061007200640044006900730063006f006e006e0065006300740073005000650072005300650063006f006e006400000053006f006600740043006f006e006e0065006300740073005000650072005300650063006f006e006400000053006f006600740044006900730063006f006e006e0065006300740073005000650072005300650063006f006e00640000004e0075006d006200650072004f0066004e006f006e0050006f006f006c006500640043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660050006f006f006c006500640043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00470072006f0075007000730000004e0075006d006200650072004f00660049006e0061006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00470072006f0075007000730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00730000004e0075006d006200650072004f00660049006e0061006300740069007600650043006f006e006e0065006300740069006f006e0050006f006f006c00730000004e0075006d006200650072004f00660041006300740069007600650043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f006600460072006500650043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f00660053007400610073006900730043006f006e006e0065006300740069006f006e00730000004e0075006d006200650072004f0066005200650063006c00610069006d006500640043006f006e006e0065006300740069006f006e00730000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","binary","Counter Types","32003700320036003900360033003200300000003200370032003600390036003300320030000000320037003200360039003600330032003000000032003700320036003900360033003200300000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000003600350035003300360000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","FileMappingSize","0x20000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","IsMultiInstance","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","expand_sz","Library","%systemroot%\system32\netfxperf.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","sz","Open","OpenPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","sz","PerfIniFile","_dataperfcounters_shared12_neutral_d.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","First Counter","0x22dc"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","Last Counter","0x22f8"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","First Help","0x22dd"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","dword","Last Help","0x22f9"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Data Provider for SqlServer\Performance","2018-09-15T07:36:02Z","sz","Object List","8924"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Linkage","2020-11-06T12:30:53Z","multi_sz","Export",".NET Memory Cache 4.0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Linkage","2020-11-06T12:30:53Z","multi_sz","Export",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","CategoryOptions","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","sz","Close","ClosePerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","sz","Collect","CollectPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","binary","Counter Names","430061006300680065002000480069007400730000004300610063006800650020004d00690073007300650073000000430061006300680065002000480069007400200052006100740069006f000000430061006300680065002000480069007400200052006100740069006f002000420061007300650000004300610063006800650020005400720069006d007300000043006100630068006500200045006e007400720069006500730000004300610063006800650020005400750072006e006f007600650072002000520061007400650000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","binary","Counter Types","36003500350033003600000036003500350033003600000035003300370030003000330030003000380000003100300037003300390033003900340035003900000036003500350033003600000036003500350033003600000032003700320036003900360033003200300000000000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","FileMappingSize","0x20000"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","IsMultiInstance","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","expand_sz","Library","%systemroot%\system32\netfxperf.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","sz","Open","OpenPerformanceData"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","sz","PerfIniFile","netmemorycache_d.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","First Counter","0x21c2"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","Last Counter","0x21d0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","First Help","0x21c3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","dword","Last Help","0x21d1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NET Memory Cache 4.0\Performance","2018-09-15T07:36:00Z","sz","Object List","8642"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","sz","Close","CloseCtrs"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","sz","Collect","CollectCtrs"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","expand_sz","Library","%systemroot%\system32\mscoree.dll"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","sz","Open","OpenCtrs"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","dword","InstallType","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","sz","PerfIniFile","corperfmonsymbols_d.ini"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","dword","First Counter","0x2200"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","dword","Last Counter","0x22ae"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","dword","First Help","0x2201"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\.NETFramework\Performance","2018-09-15T07:36:01Z","dword","Last Help","0x22af"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","expand_sz","ImagePath","\SystemRoot\System32\drivers\1394ohci.sys"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","dword","Type","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","dword","Start","0x3"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","sz","DisplayName","@1394.inf,%PCI\CC_0C0010.DeviceDesc%;1394 OHCI Compliant Host Controller"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","multi_sz","Owners","1394.inf"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\1394ohci","2018-09-15T07:33:19Z","multi_sz","Owners",""
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","expand_sz","ImagePath","System32\drivers\3ware.sys"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","dword","Type","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","dword","Start","0x0"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","dword","ErrorControl","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","sz","Group","SCSI miniport"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","dword","Tag","0x1"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","multi_sz","Owners","3ware.inf"
"CrowdResponse","HKLM\SYSTEM\CurrentControlSet\services\3ware","2020-11-06T12:22:47Z","multi_sz","Owners",""
